Date,Open,High,Low,Close,Adj Close,Volume,Tik-tok(虚拟货币),Google
2020-11-03,2563.773682,2600.989014,2485.084717,2588.252197,2588.252197,84060932624,517
2020-11-04,2588.259277,2712.403564,2537.301270,2675.651855,2675.651855,100641357814,517
2020-11-05,2675.657959,2758.259766,2634.772705,2735.411621,2735.411621,102004425257,955
2020-11-06,2735.407471,3016.124756,2728.243652,3006.331055,3006.331055,110663633713,335
2020-11-07,3006.352783,3078.766846,2832.696289,2880.673828,2880.673828,124778868106,361
2020-11-08,2880.711426,3026.569824,2863.752930,2998.632080,2998.632080,74658464941,292
2020-11-09,2998.760254,3023.035156,2884.962402,2944.623291,2944.623291,90854164046,233
2020-11-10,2944.645508,2995.349854,2914.373047,2974.990479,2974.990479,79987547028,245
2020-11-11,2974.990723,3140.774902,2973.967041,3070.261719,3070.261719,93345261005,227
2020-11-12,3070.254883,3095.793457,2989.238525,3048.305176,3048.305176,85148750867,218
2020-11-13,3048.306641,3139.475342,3029.372314,3135.572021,3135.572021,87148363420,235
2020-11-14,3135.572021,3139.106445,2992.607178,3039.933838,3039.933838,68125447462,311
2020-11-15,3039.934326,3045.511230,2908.496338,2956.754395,2956.754395,68102848438,404
2020-11-16,2956.753662,3054.188232,2943.161865,3028.614990,3028.614990,75338273493,274
2020-11-17,3058.024902,3161.803711,3034.260254,3149.528809,3149.528809,95680843274,252
2020-11-18,3149.442139,3221.270996,3048.490967,3145.655273,3145.655273,117303047009,459
2020-11-19,3145.635254,3151.470947,3068.199219,3104.978760,3104.978760,82122113006,459
2020-11-20,3104.985596,3370.824707,3104.985596,3345.453613,3345.453613,122268317853,331
2020-11-21,3345.453613,3611.142334,3309.312256,3606.280762,3606.280762,136228841944,346
2020-11-22,3606.280762,3802.421631,3376.776367,3662.600830,3662.600830,144169746532,337
2020-11-23,3662.544678,4017.378418,3617.953613,4007.278320,4007.278320,179615386714,358
2020-11-24,4007.730957,4084.091064,3910.879639,3980.410889,3980.410889,153454723988,390
2020-11-25,3980.439209,3988.296631,3682.078125,3754.547363,3754.547363,132162194740,311
2020-11-26,3753.417480,3787.145508,3192.436035,3411.428955,3411.428955,204527492598,308
2020-11-27,3413.447266,3489.063477,3270.464111,3403.555908,3403.555908,110698182208,330
2020-11-28,3404.237793,3604.490967,3341.940430,3539.937500,3539.937500,97143893691,366
2020-11-29,3540.166260,3792.313965,3498.882080,3786.760742,3786.760742,98770214296,276
2020-11-30,3786.754395,4047.605957,3757.803467,4044.987549,4044.987549,133399485786,566
2020-12-01,4046.486084,4174.529297,3757.795654,3860.070801,3860.070801,178628308153,1572
2020-12-02,3859.659424,3964.743164,3803.659668,3927.225830,3927.225830,110811799562,595
2020-12-03,3927.927246,4072.645508,3860.964355,4035.063721,4035.063721,105642912743,379
2020-12-04,4035.155518,4049.944824,3718.332031,3718.793945,3718.793945,106710602824,282
